
millis,ldr_raw,ldr_ema,joyx_raw,joyx_ema,joyy_raw,joyy_ema,mic_raw,mic_ema,sw
617184,258,258.6,512,512.1,520,520.1,46,45.8,0
617234,259,258.7,512,512.1,520,520.1,44,45.3,0
622986,260,259.6,512,512.1,520,519.9,47,45.8,0
623036,258,259.2,513,512.4,520,519.9,46,45.8,0
623086,259,259.1,512,512.3,519,519.7,45,45.6,0
623136,259,259.1,512,512.2,520,519.8,46,45.7,0
623186,259,259.1,513,512.4,520,519.8,45,45.5,0
623236,258,258.8,513,512.6,521,520.1,46,45.7,0
623286,259,258.9,512,512.4,521,520.3,43,45.0,0
623336,259,258.9,512,512.3,520,520.3,46,45.2,0
623386,259,258.9,512,512.2,520,520.2,45,45.2,0
623436,259,258.9,513,512.4,520,520.1,46,45.4,0
623486,259,259.0,513,512.6,520,520.1,45,45.3,0
623536,259,259.0,512,512.4,520,520.1,47,45.7,0
623586,259,259.0,512,512.3,521,520.3,45,45.5,0
623636,258,258.7,513,512.5,520,520.2,46,45.7,0
623686,258,258.5,512,512.4,521,520.4,45,45.5,0
623736,259,258.7,512,512.3,520,520.3,46,45.6,0
623787,259,258.7,512,512.2,519,520.0,46,45.7,0
623837,259,258.8,512,512.2,520,520.0,45,45.5,0
623887,259,258.9,513,512.4,520,520.0,46,45.7,0
623937,258,258.6,512,512.3,519,519.7,45,45.5,0
623987,260,259.0,512,512.2,521,520.1,46,45.6,0
624037,258,258.7,513,512.4,520,520.0,45,45.5,0
624087,259,258.8,512,512.3,521,520.3,46,45.6,0
624137,257,258.4,512,512.2,520,520.2,45,45.4,0
624187,259,258.5,512,512.2,520,520.2,46,45.6,0
624237,259,258.6,512,512.1,520,520.1,46,45.7,0
624287,259,258.7,512,512.1,520,520.1,45,45.5,0
624337,259,258.8,512,512.1,520,520.1,45,45.4,0
624387,259,258.8,512,512.1,520,520.1,46,45.5,0
624437,258,258.6,512,512.0,520,520.0,46,45.7,0
624487,259,258.7,513,512.3,520,520.0,43,45.0,0
624537,258,258.5,512,512.2,520,520.0,46,45.2,0
624587,259,258.7,513,512.4,520,520.0,45,45.2,0
624637,259,258.7,512,512.3,520,520.0,46,45.4,0
624687,259,258.8,512,512.2,520,520.0,44,45.0,0
624737,258,258.6,512,512.2,520,520.0,46,45.3,0
624787,259,258.7,513,512.4,519,519.8,45,45.2,0
624837,259,258.8,512,512.3,520,519.8,46,45.4,0
624887,258,258.6,512,512.2,521,520.1,46,45.6,0
624937,259,258.7,512,512.2,519,519.8,45,45.4,0
624987,258,258.5,513,512.4,520,519.9,45,45.3,0
625037,259,258.6,512,512.3,520,519.9,46,45.5,0
625087,259,258.7,513,512.5,520,519.9,46,45.6,0
625137,259,258.8,512,512.3,519,519.7,45,45.5,0
625187,259,258.8,512,512.3,520,519.8,46,45.6,0
625238,259,258.9,512,512.2,520,519.8,45,45.4,0
625288,259,258.9,512,512.1,521,520.1,46,45.6,0
625338,258,258.7,512,512.1,519,519.8,45,45.4,0
625388,258,258.5,512,512.1,519,519.6,46,45.6,0
625438,259,258.6,512,512.1,519,519.5,45,45.4,0
625488,259,258.7,513,512.3,520,519.6,45,45.3,0
625538,258,258.5,512,512.2,520,519.7,46,45.5,0
625588,259,258.7,512,512.2,520,519.8,45,45.4,0
625638,259,258.7,512,512.1,520,519.8,46,45.5,0
625688,258,258.6,512,512.1,521,520.1,46,45.6,0
625738,258,258.4,512,512.1,520,520.1,46,45.7,0
625788,259,258.6,512,512.1,520,520.1,45,45.6,0
625838,259,258.7,512,512.0,520,520.1,46,45.7,0
625888,257,258.3,512,512.0,520,520.0,45,45.5,0
625938,259,258.4,512,512.0,520,520.0,46,45.6,0
625988,258,258.3,513,512.3,519,519.8,45,45.5,0
626038,259,258.5,512,512.2,520,519.8,46,45.6,0
626088,259,258.6,512,512.1,519,519.6,45,45.5,0
626138,259,258.7,512,512.1,520,519.7,46,45.6,0
626188,258,258.5,512,512.1,520,519.8,45,45.4,0
626238,259,258.7,512,512.1,519,519.6,45,45.3,0
626288,258,258.5,512,512.0,520,519.7,46,45.5,0
626338,259,258.6,512,512.0,520,519.8,45,45.4,0
626388,258,258.5,512,512.0,520,519.8,46,45.5,0
626438,259,258.6,513,512.3,520,519.9,45,45.4,0
626488,258,258.4,513,512.5,521,520.2,46,45.5,0
626538,259,258.6,512,512.3,519,519.9,45,45.4,0
626588,259,258.7,513,512.5,521,520.1,46,45.6,0
626638,258,258.5,513,512.6,520,520.1,45,45.4,0
626688,259,258.6,512,512.5,520,520.1,46,45.6,0
626738,259,258.7,513,512.6,520,520.1,45,45.4,0
626788,259,258.8,512,512.5,521,520.3,45,45.3,0
626838,259,258.8,512,512.3,520,520.2,45,45.2,0
626888,259,258.9,512,512.3,520,520.2,46,45.4,0
626938,259,258.9,512,512.2,520,520.1,45,45.3,0
626988,259,258.9,513,512.4,521,520.3,45,45.2,0
627038,259,259.0,513,512.5,520,520.3,46,45.4,0
627088,259,259.0,512,512.4,520,520.2,45,45.3,0
627138,259,259.0,512,512.3,520,520.1,46,45.5,0
627188,259,259.0,512,512.2,520,520.1,45,45.4,0
627238,259,259.0,513,512.4,519,519.8,46,45.5,0
627288,259,259.0,512,512.3,520,519.9,45,45.4,0
627338,259,259.0,512,512.2,520,519.9,45,45.3,0
627388,258,258.7,512,512.2,519,519.7,44,45.0,0
627438,259,258.8,512,512.1,520,519.8,45,45.0,0
627488,258,258.6,512,512.1,520,519.8,45,45.0,0
627538,259,258.7,512,512.1,520,519.9,45,45.0,0
627588,258,258.5,512,512.1,520,519.9,45,45.0,0
627638,259,258.6,512,512.0,520,519.9,45,45.0,0
627688,258,258.5,512,512.0,521,520.2,46,45.2,0
627738,259,258.6,513,512.3,521,520.4,45,45.2,0
627788,259,258.7,512,512.2,521,520.5,46,45.4,0
627838,259,258.8,512,512.2,520,520.4,47,45.8,0
627888,259,258.8,512,512.1,520,520.3,46,45.8,0
627938,258,258.6,512,512.1,520,520.2,45,45.6,0
627988,260,259.0,513,512.3,520,520.2,46,45.7,0
628038,259,259.0,512,512.2,520,520.1,46,45.8,0
628088,259,259.0,513,512.4,520,520.1,46,45.8,0
628139,258,258.7,512,512.3,520,520.1,45,45.6,0
628189,259,258.8,512,512.2,520,520.1,46,45.7,0
628239,258,258.6,512,512.2,520,520.0,46,45.8,0
628289,258,258.5,512,512.1,520,520.0,45,45.6,0
628339,258,258.3,512,512.1,521,520.3,46,45.7,0
628389,259,258.5,513,512.3,519,520.0,45,45.5,0
628439,260,258.9,512,512.2,520,520.0,46,45.6,0
628489,259,258.9,512,512.2,520,520.0,45,45.5,0
628539,259,258.9,513,512.4,520,520.0,45,45.4,0
628589,259,258.9,513,512.5,519,519.7,46,45.5,0
628639,259,259.0,512,512.4,520,519.8,46,45.6,0
628689,258,258.7,512,512.3,520,519.9,46,45.7,0
628739,259,258.8,513,512.5,520,519.9,46,45.8,0
628789,259,258.8,512,512.4,519,519.7,46,45.8,0
628839,259,258.9,513,512.5,519,519.5,45,45.6,0
628889,259,258.9,512,512.4,520,519.6,46,45.7,0
628939,259,258.9,512,512.3,520,519.7,46,45.8,0
628989,258,258.7,512,512.2,520,519.8,46,45.8,0
629039,259,258.8,512,512.2,520,519.8,45,45.6,0
629089,259,258.8,512,512.1,520,519.9,46,45.7,0
629139,258,258.6,512,512.1,520,519.9,45,45.5,0
629189,258,258.5,512,512.1,521,520.2,46,45.7,0
629239,258,258.4,513,512.3,520,520.1,45,45.5,0
629289,259,258.5,513,512.5,520,520.1,46,45.6,0
629339,258,258.4,512,512.4,521,520.3,45,45.5,0
629389,259,258.5,512,512.3,520,520.2,46,45.6,0
629439,258,258.4,512,512.2,521,520.4,44,45.2,0
629489,259,258.6,512,512.2,520,520.3,45,45.1,0
629539,258,258.4,512,512.1,520,520.2,46,45.4,0
629590,259,258.6,513,512.3,520,520.2,45,45.3,0
629640,260,258.9,512,512.3,520,520.1,46,45.5,0
629690,259,258.9,512,512.2,520,520.1,45,45.3,0
629740,259,259.0,512,512.1,520,520.1,46,45.5,0
629790,259,259.0,512,512.1,520,520.1,46,45.6,0
629840,259,259.0,512,512.1,520,520.0,46,45.7,0
629890,259,259.0,512,512.1,520,520.0,45,45.5,0
629940,259,259.0,512,512.0,520,520.0,47,45.9,0
629990,259,259.0,512,512.0,520,520.0,45,45.7,0
630040,259,259.0,512,512.0,521,520.3,45,45.5,0
630090,259,259.0,513,512.3,521,520.4,45,45.4,0
630140,259,259.0,512,512.2,520,520.3,45,45.3,0
630190,258,258.7,512,512.2,521,520.5,46,45.5,0
630240,259,258.8,513,512.4,520,520.4,46,45.6,0
630290,259,258.9,512,512.3,521,520.5,46,45.7,0
630340,259,258.9,514,512.7,520,520.4,45,45.5,0
630390,260,259.2,513,512.8,520,520.3,45,45.4,0
630440,258,258.9,512,512.6,520,520.2,45,45.3,0
630490,259,258.9,512,512.4,520,520.2,46,45.5,0
630540,259,258.9,512,512.3,520,520.1,44,45.1,0
630590,259,258.9,512,512.2,520,520.1,45,45.1,0
630640,259,259.0,513,512.4,520,520.1,44,44.8,0
630690,259,259.0,512,512.3,520,520.1,45,44.9,0
630740,259,259.0,512,512.2,520,520.0,46,45.1,0
630790,259,259.0,512,512.2,521,520.3,45,45.1,0
630840,259,259.0,512,512.1,520,520.2,45,45.1,0
630890,258,258.7,512,512.1,519,519.9,45,45.1,0
630940,259,258.8,512,512.1,520,519.9,46,45.3,0
630990,258,258.6,512,512.1,520,519.9,45,45.2,0
631040,259,258.7,512,512.0,520,520.0,46,45.4,0
631090,258,258.5,512,512.0,520,520.0,45,45.3,0
631140,259,258.6,513,512.3,520,520.0,46,45.5,0
631190,258,258.5,512,512.2,521,520.2,46,45.6,0
631240,259,258.6,513,512.4,520,520.2,45,45.5,0
631290,258,258.5,513,512.6,520,520.1,45,45.3,0
631340,259,258.6,512,512.4,521,520.3,46,45.5,0
631390,258,258.4,513,512.6,521,520.5,45,45.4,0
631440,259,258.6,512,512.4,520,520.4,44,45.0,0
631490,260,258.9,512,512.3,520,520.3,46,45.3,0
631540,259,259.0,512,512.2,520,520.2,45,45.2,0
631590,258,258.7,512,512.2,520,520.2,46,45.4,0
631640,259,258.8,512,512.1,520,520.1,45,45.3,0
631690,259,258.8,513,512.3,520,520.1,46,45.5,0
631740,257,258.4,513,512.5,520,520.1,45,45.4,0
631790,259,258.5,512,512.4,520,520.1,46,45.5,0
631840,258,258.4,512,512.3,520,520.0,46,45.6,0
631890,258,258.3,512,512.2,520,520.0,46,45.7,0
631940,259,258.5,512,512.2,520,520.0,45,45.5,0
631990,259,258.6,512,512.1,520,520.0,46,45.7,0
632040,259,258.7,513,512.3,520,520.0,46,45.7,0
632090,259,258.8,512,512.3,520,520.0,46,45.8,0
632140,258,258.6,512,512.2,520,520.0,46,45.9,0
632190,259,258.7,513,512.4,520,520.0,45,45.6,0
632240,259,258.8,513,512.5,521,520.3,46,45.7,0
632290,259,258.8,512,512.4,519,519.9,45,45.5,0
632340,258,258.6,513,512.6,519,519.7,46,45.7,0
632390,258,258.5,512,512.4,519,519.5,45,45.5,0
632440,258,258.3,512,512.3,521,519.9,46,45.6,0
632491,259,258.5,512,512.2,520,519.9,46,45.7,0
632541,258,258.4,513,512.4,520,519.9,46,45.8,0
632591,258,258.3,512,512.3,520,520.0,46,45.8,0
632641,259,258.5,512,512.2,520,520.0,46,45.9,0
632691,258,258.3,512,512.2,521,520.2,46,45.9,0
632741,259,258.5,512,512.1,520,520.2,45,45.7,0
632791,259,258.6,512,512.1,520,520.1,46,45.8,0
632841,259,258.7,512,512.1,520,520.1,45,45.6,0
632891,259,258.8,512,512.1,520,520.1,46,45.7,0
632941,259,258.8,512,512.0,519,519.8,45,45.5,0
632991,258,258.6,513,512.3,520,519.9,46,45.6,0
633041,258,258.5,512,512.2,519,519.6,46,45.7,0
633091,260,258.9,512,512.2,520,519.7,46,45.8,0
633141,258,258.6,512,512.1,519,519.5,45,45.6,0
633191,259,258.7,513,512.3,520,519.7,45,45.4,0
633241,259,258.8,512,512.3,520,519.7,45,45.3,0
633291,259,258.8,513,512.4,519,519.6,45,45.3,0
633341,259,258.9,512,512.3,519,519.4,46,45.4,0
633391,259,258.9,513,512.5,520,519.6,46,45.6,0
633441,258,258.7,512,512.4,520,519.7,46,45.7,0
633491,259,258.8,514,512.8,520,519.8,45,45.5,0
633541,259,258.8,513,512.8,520,519.8,46,45.6,0
633591,259,258.9,512,512.6,520,519.9,44,45.2,0
633641,259,258.9,512,512.5,520,519.9,46,45.4,0
633691,259,258.9,512,512.4,519,519.7,44,45.1,0
633741,259,258.9,513,512.5,520,519.8,46,45.3,0
633791,259,259.0,512,512.4,519,519.6,45,45.2,0
633841,258,258.7,512,512.3,520,519.7,47,45.7,0
633891,258,258.5,512,512.2,520,519.8,46,45.8,0
633942,259,258.7,513,512.4,520,519.8,46,45.8,0
633992,259,258.7,512,512.3,521,520.1,46,45.9,0
634042,258,258.6,512,512.2,519,519.8,45,45.6,0
634092,259,258.7,512,512.2,520,519.9,46,45.7,0
634142,259,258.7,512,512.1,520,519.9,45,45.6,0
634192,259,258.8,512,512.1,520,519.9,46,45.7,0
634242,259,258.9,512,512.1,519,519.7,44,45.2,0
634292,259,258.9,512,512.1,520,519.8,46,45.4,0
634342,259,258.9,513,512.3,519,519.6,44,45.1,0
634392,259,258.9,512,512.2,520,519.7,46,45.3,0
634442,258,258.7,512,512.2,521,520.0,46,45.5,0
634492,259,258.8,512,512.1,520,520.0,46,45.6,0
634542,259,258.8,512,512.1,519,519.8,45,45.5,0
634592,259,258.9,513,512.3,520,519.8,45,45.3,0
634642,259,258.9,513,512.5,520,519.9,46,45.5,0
634692,259,258.9,513,512.6,520,519.9,45,45.4,0
634742,259,258.9,512,512.5,520,519.9,46,45.5,0
634792,258,258.7,512,512.3,520,519.9,45,45.4,0
634842,259,258.8,512,512.3,520,520.0,46,45.6,0
634892,259,258.8,513,512.4,520,520.0,45,45.4,0
634942,259,258.9,512,512.3,520,520.0,46,45.6,0
634992,259,258.9,512,512.3,520,520.0,46,45.7,0
635042,259,258.9,513,512.4,520,520.0,45,45.5,0
635092,259,258.9,512,512.3,520,520.0,45,45.4,0
635142,259,259.0,512,512.2,520,520.0,46,45.5,0
635192,258,258.7,513,512.4,521,520.2,46,45.6,0
635242,258,258.5,512,512.3,519,519.9,45,45.5,0
635292,260,258.9,512,512.2,520,519.9,46,45.6,0
635342,259,258.9,512,512.2,519,519.7,46,45.7,0
635392,259,258.9,512,512.1,520,519.8,46,45.8,0
635442,259,259.0,512,512.1,519,519.6,45,45.6,0
635492,259,259.0,512,512.1,521,519.9,45,45.4,0
635542,258,258.7,512,512.1,520,520.0,44,45.1,0
635592,259,258.8,513,512.3,520,520.0,47,45.6,0
635642,259,258.8,513,512.5,520,520.0,45,45.4,0
635692,259,258.9,512,512.4,520,520.0,46,45.6,0
635742,258,258.7,512,512.3,520,520.0,45,45.4,0
635792,259,258.7,512,512.2,520,520.0,45,45.3,0
635842,258,258.6,512,512.1,520,520.0,46,45.5,0
635892,259,258.7,513,512.4,519,519.7,45,45.4,0
635942,260,259.0,512,512.3,520,519.8,46,45.5,0
635992,259,259.0,512,512.2,520,519.9,45,45.4,0
636042,260,259.3,512,512.2,521,520.1,46,45.5,0
636092,259,259.2,512,512.1,520,520.1,45,45.4,0
636142,259,259.1,512,512.1,520,520.1,46,45.6,0
636192,259,259.1,512,512.1,520,520.1,46,45.7,0
636242,259,259.1,512,512.0,520,520.0,45,45.5,0
636292,259,259.1,512,512.0,520,520.0,45,45.4,0
636342,259,259.0,512,512.0,520,520.0,46,45.5,0
636392,259,259.0,513,512.3,520,520.0,45,45.4,0
636442,259,259.0,512,512.2,521,520.3,45,45.3,0
636492,259,259.0,512,512.2,520,520.2,46,45.5,0
636542,259,259.0,512,512.1,520,520.1,45,45.4,0
636592,260,259.3,512,512.1,520,520.1,46,45.5,0
636642,259,259.2,513,512.3,520,520.1,46,45.6,0
636692,260,259.4,512,512.2,520,520.1,46,45.7,0
636742,259,259.3,513,512.4,520,520.0,45,45.5,0
636792,259,259.2,512,512.3,520,520.0,46,45.7,0
636843,259,259.2,512,512.2,520,520.0,46,45.7,0
636893,259,259.1,512,512.2,520,520.0,45,45.6,0
636943,259,259.1,512,512.1,520,520.0,44,45.2,0
636993,259,259.1,512,512.1,520,520.0,45,45.1,0
637043,260,259.3,513,512.3,521,520.3,45,45.1,0
637093,259,259.2,513,512.5,520,520.2,45,45.1,0
637143,259,259.2,512,512.4,519,519.9,46,45.3,0
637193,259,259.1,512,512.3,520,519.9,44,45.0,0
637243,259,259.1,512,512.2,520,519.9,46,45.2,0
637293,259,259.1,514,512.7,520,520.0,45,45.2,0
637343,260,259.3,512,512.5,521,520.2,45,45.1,0
637393,259,259.2,512,512.4,519,519.9,44,44.8,0
637443,260,259.4,512,512.3,520,519.9,46,45.1,0
637493,259,259.3,513,512.5,519,519.7,46,45.4,0
637543,258,259.0,513,512.6,520,519.8,45,45.3,0
637593,258,258.7,512,512.4,520,519.8,45,45.2,0
637643,258,258.6,513,512.6,521,520.1,46,45.4,0
637693,258,258.4,512,512.4,520,520.1,46,45.5,0
637743,258,258.3,512,512.3,521,520.3,45,45.4,0
637793,257,258.0,512,512.2,520,520.2,46,45.6,0
637843,257,257.7,512,512.2,519,519.9,45,45.4,0
637893,258,257.8,512,512.1,520,519.9,46,45.6,0
637943,257,257.6,513,512.4,520,520.0,44,45.2,0
637993,258,257.7,512,512.3,520,520.0,46,45.4,0
638043,257,257.5,512,512.2,520,520.0,45,45.3,0
638093,258,257.6,512,512.1,520,520.0,46,45.5,0
638143,258,257.7,513,512.4,520,520.0,45,45.3,0
638193,257,257.6,512,512.3,520,520.0,46,45.5,0
638243,257,257.4,513,512.5,520,520.0,46,45.6,0
638294,257,257.3,512,512.3,519,519.7,45,45.5,0
638344,257,257.2,513,512.5,520,519.8,46,45.6,0
638394,258,257.4,512,512.4,520,519.9,45,45.5,0
638444,257,257.3,512,512.3,520,519.9,46,45.6,0
638494,257,257.2,512,512.2,520,519.9,45,45.4,0
638544,258,257.4,512,512.2,520,519.9,46,45.6,0
638594,257,257.3,512,512.1,520,520.0,45,45.4,0
638644,257,257.2,512,512.1,520,520.0,45,45.3,0
638694,257,257.2,512,512.1,520,520.0,45,45.2,0
638744,258,257.4,512,512.1,520,520.0,45,45.2,0
638794,256,257.0,513,512.3,521,520.2,46,45.4,0
638844,257,257.0,512,512.2,520,520.2,45,45.3,0
638894,257,257.0,512,512.2,520,520.1,45,45.2,0
638944,257,257.0,513,512.4,520,520.1,46,45.4,0
638994,258,257.3,513,512.5,520,520.1,46,45.6,0
639044,258,257.4,513,512.6,520,520.1,45,45.4,0
639094,258,257.6,512,512.5,520,520.0,46,45.6,0
639144,258,257.7,512,512.4,520,520.0,45,45.4,0
639194,259,258.0,512,512.3,521,520.3,46,45.6,0
639244,259,258.3,513,512.5,520,520.2,45,45.4,0
639294,259,258.4,513,512.6,520,520.2,46,45.6,0
639344,259,258.6,513,512.7,520,520.1,44,45.2,0
639394,259,258.7,513,512.8,520,520.1,45,45.1,0
639444,258,258.5,512,512.6,521,520.3,45,45.1,0
639494,259,258.6,512,512.4,520,520.2,45,45.1,0
639544,258,258.5,512,512.3,521,520.4,45,45.1,0
639594,258,258.4,513,512.5,520,520.3,45,45.0,0
639644,258,258.3,513,512.6,520,520.2,46,45.3,0
639694,259,258.5,512,512.5,520,520.2,45,45.2,0
639744,259,258.6,512,512.3,520,520.1,46,45.4,0
639794,259,258.7,513,512.5,519,519.9,44,45.1,0
639844,258,258.5,512,512.4,520,519.9,46,45.3,0
639894,259,258.6,512,512.3,520,519.9,45,45.2,0
639944,259,258.7,512,512.2,520,519.9,46,45.4,0
639994,258,258.5,512,512.2,520,520.0,46,45.6,0
640044,259,258.7,512,512.1,520,520.0,46,45.7,0
640094,258,258.5,512,512.1,520,520.0,45,45.5,0
640144,258,258.4,513,512.3,521,520.2,45,45.4,0
640194,259,258.5,513,512.5,520,520.2,46,45.5,0
640244,258,258.4,512,512.4,521,520.4,45,45.4,0
640294,258,258.3,512,512.3,520,520.3,46,45.5,0
640344,258,258.2,512,512.2,519,520.0,45,45.4,0
640394,259,258.4,512,512.2,519,519.7,46,45.6,0
640444,258,258.3,512,512.1,520,519.8,45,45.4,0
640494,259,258.5,512,512.1,520,519.8,46,45.6,0
640544,259,258.6,512,512.1,519,519.6,46,45.7,0
640594,258,258.5,512,512.0,520,519.7,46,45.8,0
640644,258,258.3,512,512.0,519,519.5,45,45.6,0
640694,258,258.3,513,512.3,520,519.7,46,45.7,0
640744,258,258.2,512,512.2,520,519.7,45,45.5,0
640794,259,258.4,512,512.2,520,519.8,45,45.4,0
640844,259,258.5,513,512.4,521,520.1,46,45.5,0
640894,258,258.4,512,512.3,519,519.8,44,45.2,0
640944,259,258.6,512,512.2,520,519.9,46,45.4,0
640994,259,258.7,512,512.2,520,519.9,45,45.3,0
641044,259,258.8,513,512.4,520,519.9,46,45.5,0
641094,258,258.6,513,512.5,520,519.9,45,45.3,0
641144,259,258.7,512,512.4,521,520.2,46,45.5,0
641195,258,258.5,512,512.3,520,520.2,46,45.6,0
641245,258,258.4,512,512.2,520,520.1,45,45.5,0
641295,258,258.3,512,512.2,520,520.1,45,45.4,0
641345,258,258.2,513,512.4,520,520.1,45,45.3,0
641395,258,258.2,513,512.5,521,520.3,46,45.4,0
641445,257,257.9,513,512.6,520,520.2,45,45.3,0
641495,258,257.9,512,512.5,520,520.2,46,45.5,0
641545,257,257.7,512,512.4,520,520.1,45,45.4,0
641595,259,258.0,512,512.3,519,519.8,46,45.5,0
641645,258,258.0,513,512.5,520,519.9,44,45.1,0
641695,258,258.0,513,512.6,519,519.7,46,45.4,0
641745,258,258.0,513,512.7,520,519.7,45,45.3,0
641795,259,258.3,512,512.5,521,520.1,45,45.2,0
641845,259,258.4,513,512.6,519,519.8,44,44.9,0
641895,259,258.6,512,512.5,520,519.8,45,44.9,0
641945,258,258.4,512,512.4,520,519.9,45,44.9,0
641995,258,258.3,512,512.3,520,519.9,43,44.5,0
642045,258,258.2,512,512.2,520,519.9,46,44.8,0
642095,258,258.2,512,512.2,519,519.7,45,44.9,0
642145,258,258.1,512,512.1,520,519.8,46,45.2,0
642195,259,258.4,513,512.3,519,519.6,45,45.1,0
642245,258,258.3,513,512.5,520,519.7,45,45.1,0
642295,259,258.4,512,512.4,520,519.8,46,45.3,0
642345,258,258.3,512,512.3,521,520.1,46,45.5,0
642395,259,258.5,513,512.5,520,520.1,46,45.6,0
642445,259,258.6,512,512.3,520,520.0,46,45.7,0
642495,259,258.7,512,512.3,520,520.0,46,45.8,0
642545,259,258.8,512,512.2,520,520.0,46,45.8,0
642595,259,258.8,512,512.1,520,520.0,45,45.6,0
642646,259,258.9,512,512.1,520,520.0,43,45.0,0
642696,258,258.7,512,512.1,521,520.3,46,45.2,0
642746,257,258.2,512,512.1,520,520.2,44,44.9,0
642796,258,258.2,512,512.0,520,520.1,45,44.9,0
642846,258,258.1,513,512.3,520,520.1,44,44.7,0
642896,259,258.4,512,512.2,521,520.3,46,45.0,0
642946,258,258.3,512,512.2,520,520.2,45,45.0,0
642996,258,258.2,512,512.1,520,520.2,47,45.5,0
643046,258,258.1,513,512.3,520,520.1,46,45.6,0
643096,259,258.4,512,512.3,520,520.1,45,45.5,0
643146,258,258.3,512,512.2,520,520.1,46,45.6,0
643196,259,258.5,513,512.4,520,520.1,45,45.5,0
643246,258,258.3,513,512.5,520,520.0,46,45.6,0
643296,258,258.3,513,512.7,520,520.0,45,45.4,0
643346,260,258.7,512,512.5,520,520.0,46,45.6,0
643396,259,258.8,513,512.6,519,519.8,45,45.4,0
643446,258,258.6,512,512.5,520,519.8,46,45.6,0
643496,259,258.7,512,512.3,520,519.9,47,45.9,0
643546,259,258.8,512,512.3,521,520.2,46,46.0,0
643596,258,258.6,512,512.2,519,519.9,45,45.7,0
643646,259,258.7,512,512.1,520,519.9,46,45.8,0
643696,258,258.5,513,512.4,520,519.9,45,45.6,0
643746,259,258.6,512,512.3,520,519.9,45,45.4,0
643796,258,258.5,512,512.2,520,520.0,46,45.6,0
643846,258,258.4,513,512.4,520,520.0,45,45.4,0
643896,258,258.3,512,512.3,520,520.0,46,45.6,0
643946,258,258.2,512,512.2,520,520.0,45,45.4,0
643996,259,258.4,513,512.4,520,520.0,46,45.6,0
644046,258,258.3,512,512.3,520,520.0,45,45.4,0
644096,259,258.5,513,512.5,521,520.2,46,45.6,0
644146,258,258.4,512,512.4,519,519.9,45,45.4,0
644196,259,258.5,512,512.3,520,519.9,45,45.3,0
644246,259,258.6,512,512.2,520,520.0,46,45.5,0
644296,258,258.5,513,512.4,521,520.2,46,45.6,0
644346,259,258.6,512,512.3,520,520.2,46,45.7,0
644396,258,258.5,513,512.5,520,520.1,45,45.5,0
644446,258,258.3,512,512.4,520,520.1,46,45.7,0
644496,258,258.3,512,512.3,520,520.1,45,45.5,0
644546,258,258.2,512,512.2,520,520.1,46,45.6,0
644596,258,258.1,513,512.4,520,520.0,45,45.5,0
644646,258,258.1,512,512.3,520,520.0,46,45.6,0
644696,259,258.3,512,512.2,519,519.8,46,45.7,0
644746,258,258.2,513,512.4,520,519.8,45,45.5,0
644796,259,258.4,512,512.3,520,519.9,44,45.1,0
644846,259,258.6,512,512.2,520,519.9,46,45.4,0
644896,258,258.4,513,512.4,520,519.9,45,45.3,0
644946,259,258.6,512,512.3,520,519.9,45,45.2,0
644996,258,258.4,512,512.2,520,520.0,46,45.4,0
645046,259,258.6,513,512.4,519,519.7,45,45.3,0
645096,258,258.4,512,512.3,519,519.5,46,45.5,0
645146,258,258.3,512,512.2,520,519.7,46,45.6,0
645196,259,258.5,512,512.2,520,519.7,46,45.7,0
645246,259,258.6,513,512.4,520,519.8,45,45.5,0
645296,258,258.5,513,512.5,520,519.9,46,45.6,0
645346,259,258.6,512,512.4,520,519.9,45,45.5,0
645396,259,258.7,512,512.3,521,520.2,46,45.6,0
645446,258,258.5,512,512.2,519,519.9,44,45.2,0
645496,258,258.4,513,512.4,520,519.9,46,45.4,0
645547,259,258.5,512,512.3,520,519.9,46,45.6,0
645597,259,258.7,512,512.2,521,520.2,45,45.4,0
645647,259,258.7,512,512.2,520,520.1,45,45.3,0
645697,259,258.8,512,512.1,520,520.1,45,45.2,0
645747,258,258.6,513,512.3,521,520.3,46,45.4,0
645797,258,258.5,512,512.3,519,520.0,46,45.6,0
645847,258,258.3,512,512.2,520,520.0,45,45.4,0
645897,259,258.5,512,512.1,519,519.7,45,45.3,0
645947,258,258.4,513,512.4,520,519.8,46,45.5,0
645997,258,258.3,513,512.5,519,519.6,45,45.4,0
646047,258,258.2,512,512.4,520,519.7,45,45.3,0
646097,258,258.2,512,512.3,520,519.8,46,45.5,0
646147,259,258.4,513,512.5,520,519.8,45,45.3,0
646197,258,258.3,512,512.4,520,519.9,46,45.5,0
646247,258,258.2,513,512.5,520,519.9,45,45.4,0
646297,258,258.2,512,512.4,520,519.9,46,45.5,0
646347,257,257.9,512,512.3,520,519.9,46,45.7,0
646397,257,257.7,512,512.2,521,520.2,46,45.7,0
646447,255,257.0,512,512.2,520,520.2,45,45.6,0
646497,256,256.7,512,512.1,520,520.1,46,45.7,0
646547,255,256.3,512,512.1,519,519.8,44,45.2,0
646597,255,256.0,512,512.1,521,520.1,45,45.2,0
646647,255,255.7,513,512.3,520,520.1,44,44.9,0
646697,255,255.6,513,512.5,521,520.3,45,44.9,0
646747,255,255.4,512,512.4,520,520.2,45,44.9,0
646797,255,255.3,512,512.3,520,520.2,46,45.2,0
646847,256,255.5,512,512.2,520,520.1,46,45.4,0
