
millis,ldr_raw,ldr_ema,joyx_raw,joyx_ema,joyy_raw,joyy_ema,mic_raw,mic_ema,sw
1224312,237,236.7,512,512.5,520,520.2,46,45.6,0
1224363,237,236.8,512,512.4,521,520.4,45,45.5,0
1224413,238,237.1,512,512.3,520,520.3,47,45.9,0
1224463,237,237.1,513,512.5,520,520.2,46,45.9,0
1224513,237,237.0,513,512.6,520,520.2,47,46.2,0
1224563,237,237.0,512,512.4,520,520.1,46,46.1,0
1224613,237,237.0,512,512.3,520,520.1,45,45.8,0
1224663,237,237.0,512,512.2,520,520.1,45,45.6,0
1224713,237,237.0,512,512.2,520,520.1,46,45.7,0
1224763,236,236.8,512,512.1,520,520.0,46,45.8,0
1224813,235,236.3,513,512.4,520,520.0,45,45.6,0
1224863,237,236.5,512,512.3,520,520.0,46,45.7,0
1224913,236,236.4,512,512.2,520,520.0,45,45.5,0
1224963,236,236.3,513,512.4,520,520.0,46,45.6,0
1225013,237,236.5,513,512.5,520,520.0,45,45.5,0
1225063,237,236.6,512,512.4,521,520.3,46,45.6,0
1225113,237,236.7,512,512.3,520,520.2,45,45.5,0
1225163,237,236.8,512,512.2,521,520.4,46,45.6,0
1225213,236,236.6,512,512.2,520,520.3,45,45.4,0
1225263,237,236.7,513,512.4,520,520.2,46,45.6,0
1225313,237,236.8,513,512.5,520,520.2,46,45.7,0
1225363,237,236.8,512,512.4,520,520.1,45,45.5,0
1225413,237,236.9,513,512.6,520,520.1,46,45.6,0
1225463,236,236.6,512,512.4,520,520.1,45,45.5,0
1225513,237,236.7,512,512.3,520,520.1,46,45.6,0
1225563,236,236.6,512,512.2,520,520.0,45,45.5,0
1225613,236,236.4,512,512.2,520,520.0,46,45.6,0
1225663,237,236.6,513,512.4,520,520.0,45,45.4,0
1225713,238,236.9,512,512.3,520,520.0,46,45.6,0
1225763,236,236.7,513,512.5,520,520.0,46,45.7,0
1225814,238,237.0,512,512.3,520,520.0,46,45.8,0
1225864,236,236.8,512,512.3,519,519.8,45,45.6,0
1225914,237,236.8,513,512.4,520,519.8,45,45.4,0
1225964,236,236.6,513,512.6,520,519.9,46,45.6,0
1226014,237,236.7,512,512.4,520,519.9,44,45.2,0
1226064,237,236.8,513,512.6,521,520.2,46,45.4,0
1226114,237,236.8,512,512.4,520,520.1,45,45.3,0
1226164,237,236.9,513,512.6,520,520.1,46,45.5,0
1226214,237,236.9,513,512.7,520,520.1,45,45.3,0
1226264,236,236.7,512,512.5,520,520.1,46,45.5,0
1226314,237,236.8,512,512.4,519,519.8,45,45.4,0
1226364,236,236.6,512,512.3,520,519.8,46,45.5,0
1226414,237,236.7,512,512.2,520,519.9,45,45.4,0
1226464,237,236.8,513,512.4,520,519.9,46,45.6,0
1226514,237,236.8,512,512.3,520,519.9,45,45.4,0
1226564,237,236.9,513,512.5,520,520.0,45,45.3,0
1226614,236,236.6,513,512.6,520,520.0,45,45.2,0
1226664,237,236.7,512,512.5,520,520.0,45,45.2,0
1226714,236,236.6,513,512.6,521,520.2,46,45.4,0
1226764,235,236.2,512,512.4,520,520.2,45,45.3,0
1226814,236,236.1,513,512.6,520,520.1,46,45.5,0
1226864,236,236.1,512,512.4,521,520.3,45,45.3,0
1226914,236,236.1,512,512.3,521,520.5,46,45.5,0
1226964,236,236.1,512,512.2,519,520.1,45,45.4,0
1227014,236,236.0,512,512.2,520,520.1,46,45.5,0
1227064,237,236.3,513,512.4,521,520.3,45,45.4,0
1227114,236,236.2,512,512.3,521,520.5,46,45.6,0
1227164,236,236.2,512,512.2,520,520.4,45,45.4,0
1227214,236,236.1,512,512.2,520,520.3,46,45.6,0
1227264,235,235.8,513,512.4,520,520.2,45,45.4,0
1227314,237,236.1,513,512.5,520,520.2,46,45.6,0
1227364,235,235.8,512,512.4,520,520.1,45,45.4,0
1227414,236,235.9,513,512.5,520,520.1,43,44.8,0
1227464,236,235.9,512,512.4,521,520.3,45,44.9,0
1227514,236,235.9,513,512.6,520,520.2,44,44.6,0
1227564,236,236.0,512,512.4,520,520.2,46,45.0,0
1227614,236,236.0,512,512.3,520,520.1,46,45.2,0
1227664,236,236.0,512,512.2,520,520.1,46,45.4,0
1227714,237,236.2,513,512.4,519,519.8,44,45.1,0
1227764,236,236.2,512,512.3,520,519.9,46,45.3,0
1227814,236,236.1,512,512.2,520,519.9,45,45.2,0
1227864,236,236.1,513,512.4,520,519.9,46,45.4,0
1227914,236,236.1,512,512.3,520,519.9,45,45.3,0
1227964,236,236.1,513,512.5,520,520.0,46,45.5,0
1228014,236,236.0,512,512.4,520,520.0,46,45.6,0
1228064,237,236.3,513,512.5,520,520.0,46,45.7,0
1228114,236,236.2,512,512.4,521,520.2,45,45.5,0
1228164,237,236.4,512,512.3,520,520.2,46,45.7,0
1228214,236,236.3,512,512.2,520,520.1,46,45.7,0
1228264,237,236.5,513,512.4,520,520.1,44,45.3,0
1228314,237,236.6,512,512.3,520,520.1,46,45.5,0
1228364,236,236.5,512,512.2,520,520.1,46,45.6,0
1228414,237,236.6,512,512.2,520,520.0,46,45.7,0
1228464,237,236.7,512,512.1,520,520.0,45,45.5,0
1228514,238,237.0,512,512.1,520,520.0,45,45.4,0
1228564,236,236.8,513,512.3,520,520.0,45,45.3,0
1228614,238,237.1,512,512.2,520,520.0,46,45.5,0
1228664,236,236.8,512,512.2,519,519.8,46,45.6,0
1228715,238,237.1,512,512.1,520,519.8,46,45.7,0
1228765,236,236.8,512,512.1,520,519.9,44,45.3,0
1228815,237,236.9,512,512.1,521,520.1,46,45.5,0
1228865,237,236.9,512,512.1,519,519.9,46,45.6,0
1228915,237,236.9,513,512.3,520,519.9,45,45.4,0
1228965,237,236.9,512,512.2,520,519.9,46,45.6,0
1229015,237,237.0,512,512.2,520,519.9,46,45.7,0
1229065,237,237.0,512,512.1,520,520.0,46,45.8,0
1229115,237,237.0,512,512.1,520,520.0,44,45.3,0
1229165,237,237.0,512,512.1,520,520.0,47,45.7,0
1229215,237,237.0,512,512.1,520,520.0,44,45.3,0
1229265,237,237.0,512,512.0,520,520.0,45,45.2,0
1229315,238,237.2,513,512.3,520,520.0,45,45.2,0
1229365,237,237.2,512,512.2,520,520.0,46,45.4,0
1229415,236,236.9,512,512.2,520,520.0,46,45.5,0
1229465,238,237.2,513,512.4,520,520.0,45,45.4,0
1229515,237,237.1,513,512.5,520,520.0,46,45.6,0
1229565,237,237.1,512,512.4,520,520.0,45,45.4,0
1229615,237,237.1,512,512.3,520,520.0,46,45.6,0
1229665,237,237.1,513,512.5,520,520.0,45,45.4,0
1229715,237,237.0,512,512.4,521,520.2,46,45.6,0
1229765,237,237.0,513,512.5,519,519.9,45,45.4,0
1229815,237,237.0,512,512.4,520,520.0,46,45.6,0
1229865,237,237.0,512,512.3,519,519.7,45,45.4,0
1229915,238,237.3,513,512.5,521,520.0,46,45.6,0
1229965,237,237.2,512,512.4,520,520.0,45,45.4,0
1230015,238,237.4,513,512.5,520,520.0,46,45.6,0
1230065,237,237.3,512,512.4,521,520.3,46,45.7,0
1230115,238,237.5,513,512.5,520,520.2,45,45.5,0
1230166,237,237.4,513,512.7,520,520.1,46,45.6,0
1230216,238,237.5,512,512.5,520,520.1,45,45.5,0
1230266,238,237.6,513,512.6,520,520.1,46,45.6,0
1230316,237,237.5,513,512.7,520,520.1,45,45.5,0
1230366,237,237.4,513,512.8,520,520.0,46,45.6,0
1230416,237,237.3,513,512.8,520,520.0,44,45.2,0
1230466,238,237.5,513,512.9,520,520.0,46,45.4,0
1230516,237,237.3,512,512.7,520,520.0,45,45.3,0
1230566,237,237.3,512,512.5,520,520.0,46,45.5,0
1230616,237,237.2,513,512.6,521,520.3,45,45.4,0
1230666,237,237.1,512,512.5,520,520.2,46,45.5,0
1230716,237,237.1,512,512.3,519,519.9,46,45.6,0
1230766,237,237.1,512,512.3,520,519.9,47,46.0,0
1230816,237,237.1,512,512.2,520,519.9,46,46.0,0
1230866,237,237.0,512,512.1,521,520.2,46,46.0,0
1230916,237,237.0,513,512.4,520,520.2,46,46.0,0
1230966,237,237.0,513,512.5,520,520.1,46,46.0,0
1231016,237,237.0,512,512.4,520,520.1,46,46.0,0
1231066,237,237.0,512,512.3,519,519.8,44,45.5,0
1231116,237,237.0,512,512.2,520,519.9,46,45.6,0
1231166,238,237.3,513,512.4,520,519.9,47,46.0,0
1231216,237,237.2,513,512.6,521,520.2,46,46.0,0
1231266,237,237.1,513,512.7,520,520.1,46,46.0,0
1231316,238,237.4,512,512.5,520,520.1,46,46.0,0
1231366,237,237.3,512,512.4,520,520.1,45,45.7,0
1231416,237,237.2,512,512.3,520,520.1,46,45.8,0
1231466,237,237.2,512,512.2,520,520.0,45,45.6,0
1231516,238,237.4,512,512.2,520,520.0,46,45.7,0
1231566,237,237.3,512,512.1,521,520.3,45,45.5,0
1231616,238,237.5,513,512.3,520,520.2,46,45.6,0
1231666,237,237.3,513,512.5,521,520.4,46,45.7,0
1231716,237,237.3,512,512.4,520,520.3,45,45.6,0
1231766,237,237.2,513,512.5,520,520.2,46,45.7,0
1231816,237,237.1,512,512.4,520,520.2,44,45.2,0
1231866,237,237.1,512,512.3,520,520.1,46,45.4,0
1231916,237,237.1,512,512.2,520,520.1,46,45.6,0
1231966,238,237.3,513,512.4,521,520.3,46,45.7,0
1232016,237,237.2,512,512.3,520,520.2,44,45.3,0
1232066,238,237.4,512,512.2,520,520.2,46,45.4,0
1232116,237,237.3,512,512.2,521,520.4,45,45.3,0
1232166,238,237.5,512,512.1,520,520.3,46,45.5,0
1232216,237,237.4,512,512.1,520,520.2,45,45.4,0
1232266,237,237.3,512,512.1,520,520.2,46,45.5,0
1232316,237,237.2,513,512.3,521,520.4,45,45.4,0
1232366,237,237.2,512,512.2,520,520.3,45,45.3,0
1232416,238,237.4,512,512.2,520,520.2,46,45.5,0
1232466,237,237.3,513,512.4,520,520.2,45,45.4,0
1232516,237,237.2,512,512.3,520,520.1,46,45.5,0
1232566,237,237.2,512,512.2,520,520.1,45,45.4,0
1232616,238,237.4,512,512.2,520,520.1,46,45.5,0
1232666,237,237.3,513,512.4,520,520.0,44,45.2,0
1232716,238,237.5,512,512.3,520,520.0,46,45.4,0
1232766,237,237.3,513,512.5,521,520.3,45,45.3,0
1232816,238,237.5,512,512.3,520,520.2,46,45.5,0
1232866,237,237.4,512,512.3,521,520.4,45,45.3,0
1232916,238,237.5,512,512.2,520,520.3,45,45.3,0
1232966,237,237.4,512,512.1,520,520.2,46,45.4,0
1233016,238,237.6,512,512.1,520,520.2,45,45.3,0
1233067,238,237.7,513,512.3,520,520.1,46,45.5,0
1233117,238,237.7,512,512.2,520,520.1,46,45.6,0
1233167,237,237.6,512,512.2,521,520.3,46,45.7,0
1233217,237,237.4,512,512.1,520,520.2,45,45.5,0
1233267,236,237.1,512,512.1,521,520.4,46,45.7,0
1233317,236,236.8,512,512.1,520,520.3,46,45.7,0
1233367,238,237.1,513,512.3,520,520.2,46,45.8,0
1233417,237,237.1,513,512.5,521,520.4,45,45.6,0
1233467,237,237.1,512,512.4,520,520.3,46,45.7,0
1233517,237,237.0,512,512.3,521,520.5,46,45.8,0
1233567,238,237.3,513,512.5,520,520.4,45,45.6,0
1233617,237,237.2,513,512.6,521,520.5,45,45.4,0
1233667,237,237.2,512,512.4,520,520.4,46,45.6,0
1233717,237,237.1,512,512.3,520,520.3,46,45.7,0
1233767,238,237.3,512,512.2,520,520.2,45,45.5,0
1233817,236,237.0,512,512.2,520,520.2,46,45.6,0
1233867,237,237.0,513,512.4,521,520.4,45,45.5,0
1233917,237,237.0,513,512.5,521,520.5,46,45.6,0
1233967,238,237.3,512,512.4,519,520.1,45,45.5,0
1234017,237,237.2,512,512.3,521,520.4,46,45.6,0
1234067,236,236.9,513,512.5,520,520.3,45,45.4,0
1234117,237,236.9,514,512.9,520,520.2,45,45.3,0
1234167,238,237.2,512,512.6,520,520.2,45,45.2,0
1234217,237,237.1,512,512.5,520,520.1,46,45.4,0
1234267,237,237.1,512,512.4,520,520.1,46,45.6,0
1234317,237,237.1,513,512.5,521,520.3,45,45.4,0
1234367,237,237.1,512,512.4,520,520.2,46,45.6,0
1234417,237,237.0,512,512.3,520,520.2,45,45.4,0
1234467,236,236.8,512,512.2,520,520.1,46,45.6,0
1234518,238,237.1,513,512.4,520,520.1,45,45.4,0
1234568,237,237.1,512,512.3,520,520.1,46,45.6,0
1234618,237,237.0,512,512.2,520,520.1,45,45.4,0
1234668,236,236.8,513,512.4,520,520.0,46,45.6,0
1234718,236,236.6,512,512.3,520,520.0,45,45.4,0
1234768,237,236.7,512,512.2,520,520.0,46,45.6,0
1234818,237,236.8,513,512.4,520,520.0,44,45.2,0
1234868,237,236.8,513,512.6,520,520.0,46,45.4,0
1234918,237,236.9,513,512.7,519,519.8,46,45.5,0
1234968,236,236.7,512,512.5,520,519.8,45,45.4,0
1235018,237,236.7,513,512.6,520,519.9,46,45.6,0
1235068,235,236.3,512,512.5,520,519.9,45,45.4,0
1235118,236,236.2,512,512.4,520,519.9,46,45.6,0
1235168,237,236.4,513,512.5,521,520.2,45,45.4,0
1235218,237,236.6,513,512.6,520,520.1,45,45.3,0
1235268,237,236.7,512,512.5,520,520.1,45,45.2,0
1235318,236,236.5,513,512.6,520,520.1,46,45.4,0
1235368,236,236.4,512,512.5,519,519.8,44,45.1,0
1235418,237,236.5,512,512.3,520,519.9,46,45.3,0
1235468,237,236.7,513,512.5,520,519.9,45,45.2,0
1235518,237,236.7,512,512.4,520,519.9,45,45.2,0
1235568,236,236.6,513,512.5,520,519.9,46,45.4,0
1235618,236,236.4,512,512.4,520,520.0,45,45.3,0
1235668,236,236.3,513,512.6,521,520.2,46,45.5,0
1235718,238,236.7,512,512.4,520,520.2,45,45.3,0
1235768,237,236.8,513,512.6,521,520.4,45,45.3,0
1235818,237,236.9,512,512.4,520,520.3,45,45.2,0
1235868,236,236.6,512,512.3,520,520.2,46,45.4,0
1235918,236,236.5,512,512.2,520,520.2,46,45.5,0
1235968,236,236.4,512,512.2,520,520.1,46,45.7,0
1236018,235,236.0,512,512.1,520,520.1,45,45.5,0
1236068,236,236.0,512,512.1,520,520.1,46,45.6,0
1236118,236,236.0,512,512.1,519,519.8,45,45.5,0
1236168,237,236.3,513,512.3,520,519.8,46,45.6,0
1236218,236,236.2,513,512.5,519,519.6,44,45.2,0
1236268,236,236.1,513,512.6,520,519.7,46,45.4,0
1236318,236,236.1,512,512.5,520,519.8,46,45.5,0
1236368,236,236.1,512,512.3,520,519.8,46,45.7,0
1236418,236,236.1,512,512.3,521,520.1,46,45.7,0
1236468,237,236.3,512,512.2,520,520.1,46,45.8,0
1236518,236,236.2,513,512.4,520,520.1,46,45.9,0
1236568,235,235.9,513,512.5,520,520.1,45,45.6,0
1236618,236,235.9,512,512.4,521,520.3,46,45.7,0
1236668,236,236.0,512,512.3,521,520.5,44,45.3,0
1236718,236,236.0,512,512.2,520,520.4,46,45.5,0
1236768,235,235.7,513,512.4,520,520.3,45,45.4,0
1236818,236,235.8,512,512.3,521,520.4,46,45.5,0
1236868,236,235.8,513,512.5,520,520.3,45,45.4,0
1236918,236,235.9,514,512.9,520,520.3,46,45.5,0
1236968,236,235.9,512,512.6,520,520.2,45,45.4,0
1237018,236,235.9,512,512.5,519,519.9,45,45.3,0
1237068,236,236.0,512,512.4,520,519.9,46,45.5,0
1237118,236,236.0,513,512.5,520,519.9,45,45.4,0
1237168,236,236.0,512,512.4,520,520.0,46,45.5,0
1237218,235,235.7,512,512.3,520,520.0,45,45.4,0
1237268,236,235.8,513,512.5,521,520.2,46,45.5,0
1237318,237,236.1,512,512.4,520,520.2,45,45.4,0
1237368,236,236.1,512,512.3,520,520.1,46,45.6,0
1237419,235,235.8,512,512.2,520,520.1,45,45.4,0
1237469,236,235.9,512,512.1,520,520.1,46,45.6,0
1237519,236,235.9,512,512.1,519,519.8,44,45.2,0
1237569,236,235.9,512,512.1,520,519.9,46,45.4,0
1237619,235,235.7,512,512.1,521,520.1,46,45.5,0
1237669,236,235.8,512,512.0,520,520.1,45,45.4,0
1237719,236,235.8,512,512.0,520,520.1,46,45.6,0
1237769,236,235.9,513,512.3,520,520.1,45,45.4,0
1237819,236,235.9,513,512.5,520,520.0,46,45.6,0
1237869,237,236.2,513,512.6,521,520.3,45,45.4,0
1237919,236,236.1,512,512.4,520,520.2,46,45.6,0
1237969,235,235.8,512,512.3,520,520.2,45,45.4,0
1238019,236,235.9,512,512.3,520,520.1,46,45.6,0
1238069,235,235.7,513,512.4,520,520.1,45,45.4,0
1238119,236,235.7,513,512.6,520,520.1,46,45.6,0
1238169,236,235.8,513,512.7,520,520.1,45,45.4,0
1238219,237,236.1,512,512.5,520,520.0,46,45.6,0
1238269,237,236.3,513,512.6,519,519.8,44,45.2,0
1238319,237,236.5,512,512.5,520,519.8,46,45.4,0
1238369,236,236.4,512,512.4,520,519.9,45,45.3,0
1238419,237,236.5,512,512.3,520,519.9,45,45.2,0
1238469,236,236.4,512,512.2,520,519.9,45,45.2,0
1238519,237,236.5,512,512.2,520,519.9,45,45.1,0
1238569,238,236.9,512,512.1,520,520.0,45,45.1,0
1238619,237,236.9,512,512.1,520,520.0,45,45.1,0
1238669,236,236.7,512,512.1,521,520.2,46,45.3,0
1238719,237,236.8,512,512.0,520,520.2,45,45.2,0
1238769,237,236.8,512,512.0,520,520.1,46,45.4,0
1238819,237,236.9,512,512.0,519,519.8,45,45.3,0
1238870,237,236.9,512,512.0,520,519.9,46,45.5,0
1238920,237,236.9,512,512.0,519,519.7,44,45.1,0
1238970,238,237.2,513,512.3,520,519.7,45,45.1,0
1239020,237,237.1,512,512.2,520,519.8,45,45.1,0
1239070,237,237.1,512,512.1,520,519.9,44,44.8,0
1239120,238,237.3,513,512.4,520,519.9,46,45.1,0
1239170,237,237.2,512,512.3,520,519.9,46,45.3,0
1239220,237,237.2,513,512.5,520,519.9,45,45.2,0
1239270,237,237.1,512,512.3,520,520.0,45,45.2,0
1239320,238,237.4,512,512.3,520,520.0,45,45.1,0
1239370,237,237.3,512,512.2,520,520.0,44,44.9,0
1239420,237,237.2,512,512.1,520,520.0,46,45.1,0
1239470,237,237.1,512,512.1,520,520.0,45,45.1,0
1239520,238,237.4,512,512.1,520,520.0,46,45.3,0
1239570,236,237.0,512,512.1,520,520.0,45,45.2,0
1239620,237,237.0,512,512.0,520,520.0,46,45.4,0
1239670,236,236.8,512,512.0,520,520.0,45,45.3,0
1239720,237,236.8,512,512.0,520,520.0,45,45.2,0
1239770,236,236.6,512,512.0,520,520.0,44,44.9,0
1239820,237,236.7,514,512.5,520,520.0,46,45.2,0
1239870,236,236.5,512,512.4,520,520.0,46,45.4,0
1239920,237,236.7,512,512.3,520,520.0,45,45.3,0
1239970,237,236.7,512,512.2,520,520.0,46,45.5,0
1240020,236,236.6,513,512.4,520,520.0,45,45.4,0
1240070,236,236.4,512,512.3,520,520.0,45,45.3,0
1240120,236,236.3,512,512.2,520,520.0,45,45.2,0
1240170,236,236.2,513,512.4,521,520.2,46,45.4,0
1240220,236,236.2,512,512.3,520,520.2,44,45.1,0
1240270,237,236.4,513,512.5,520,520.1,46,45.3,0
1240320,236,236.3,512,512.4,519,519.9,44,45.0,0
1240370,237,236.5,514,512.8,520,519.9,46,45.2,0
1240420,237,236.6,512,512.6,520,519.9,45,45.2,0
1240470,237,236.7,513,512.7,521,520.2,46,45.4,0
1240520,236,236.5,512,512.5,520,520.1,45,45.3,0
1240570,236,236.4,512,512.4,520,520.1,45,45.2,0
1240620,236,236.3,512,512.3,520,520.1,46,45.4,0
1240670,236,236.2,512,512.2,520,520.1,44,45.1,0
1240720,237,236.4,513,512.4,520,520.0,46,45.3,0
1240770,236,236.3,512,512.3,519,519.8,45,45.2,0
1240820,237,236.5,512,512.2,520,519.8,46,45.4,0
1240870,236,236.4,512,512.2,520,519.9,46,45.6,0
1240920,236,236.3,513,512.4,520,519.9,46,45.7,0
1240970,237,236.5,513,512.5,519,519.7,45,45.5,0
1241020,236,236.3,512,512.4,520,519.8,45,45.4,0
1241070,236,236.3,512,512.3,520,519.8,45,45.3,0
1241120,236,236.2,512,512.2,520,519.9,45,45.2,0
1241170,236,236.1,512,512.2,521,520.1,45,45.2,0
1241220,236,236.1,512,512.1,520,520.1,46,45.4,0
1241270,236,236.1,512,512.1,520,520.1,46,45.5,0
1241320,237,236.3,513,512.3,520,520.1,46,45.6,0
1241370,237,236.5,512,512.2,521,520.3,46,45.7,0
1241420,236,236.4,512,512.2,520,520.2,45,45.6,0
1241470,236,236.3,512,512.1,520,520.2,46,45.7,0
1241520,235,236.0,513,512.4,520,520.1,45,45.5,0
1241570,236,236.0,512,512.3,520,520.1,46,45.6,0
1241620,236,236.0,512,512.2,520,520.1,45,45.5,0
1241670,237,236.2,512,512.1,520,520.1,46,45.6,0
1241720,236,236.2,512,512.1,520,520.0,45,45.5,0
1241771,237,236.4,512,512.1,521,520.3,46,45.6,0
1241821,237,236.5,512,512.1,520,520.2,45,45.4,0
1241871,237,236.7,512,512.0,519,519.9,45,45.3,0
1241921,236,236.5,512,512.0,520,519.9,45,45.2,0
1241971,235,236.1,512,512.0,520,519.9,45,45.2,0
1242021,236,236.1,512,512.0,520,520.0,46,45.4,0
1242071,236,236.1,512,512.0,521,520.2,45,45.3,0
1242121,236,236.0,512,512.0,520,520.2,46,45.5,0
1242171,236,236.0,513,512.3,521,520.4,44,45.1,0
1242221,236,236.0,513,512.4,521,520.5,46,45.3,0
1242271,236,236.0,512,512.3,520,520.4,46,45.5,0
1242321,236,236.0,513,512.5,520,520.3,45,45.4,0
1242371,236,236.0,512,512.4,520,520.2,45,45.3,0
1242421,237,236.3,513,512.5,520,520.2,46,45.5,0
1242471,236,236.2,512,512.4,520,520.1,46,45.6,0
1242521,236,236.1,512,512.3,520,520.1,46,45.7,0
1242571,236,236.1,512,512.2,520,520.1,46,45.8,0
1242621,236,236.1,513,512.4,521,520.3,45,45.6,0
1242671,237,236.3,513,512.6,520,520.2,46,45.7,0
1242721,236,236.2,512,512.4,520,520.2,45,45.5,0
1242771,236,236.2,512,512.3,520,520.1,46,45.6,0
1242821,236,236.1,513,512.5,520,520.1,45,45.5,0
1242871,236,236.1,512,512.4,520,520.1,46,45.6,0
1242921,235,235.8,512,512.3,520,520.1,44,45.2,0
1242971,236,235.9,513,512.5,520,520.0,46,45.4,0
1243021,236,235.9,512,512.3,520,520.0,45,45.3,0
1243071,236,235.9,513,512.5,520,520.0,45,45.2,0
1243121,237,236.2,513,512.6,520,520.0,45,45.2,0
1243171,236,236.1,513,512.7,520,520.0,47,45.6,0
1243222,236,236.1,512,512.5,520,520.0,45,45.5,0
1243272,237,236.3,512,512.4,520,520.0,45,45.4,0
1243322,237,236.5,512,512.3,520,520.0,45,45.3,0
1243372,237,236.6,512,512.2,520,520.0,45,45.2,0
1243422,237,236.7,512,512.2,520,520.0,46,45.4,0
1243472,236,236.5,512,512.1,520,520.0,45,45.3,0
1243522,236,236.4,512,512.1,520,520.0,46,45.5,0
1243572,237,236.6,513,512.3,520,520.0,46,45.6,0
1243622,237,236.7,512,512.2,520,520.0,46,45.7,0
1243672,235,236.2,512,512.2,520,520.0,46,45.8,0
1243722,236,236.2,512,512.1,520,520.0,46,45.8,0
1243772,236,236.1,513,512.4,521,520.3,46,45.9,0
1243822,237,236.4,512,512.3,520,520.2,45,45.7,0
1243872,236,236.3,512,512.2,520,520.1,46,45.7,0
1243922,237,236.4,513,512.4,520,520.1,45,45.6,0
1243972,236,236.3,512,512.3,521,520.3,46,45.7,0
1244022,235,236.0,512,512.2,520,520.2,45,45.5,0
1244072,236,236.0,512,512.2,520,520.2,46,45.6,0
1244122,235,235.8,512,512.1,520,520.1,45,45.5,0
1244172,236,235.8,512,512.1,520,520.1,45,45.4,0
1244222,236,235.9,513,512.3,520,520.1,45,45.3,0
1244272,236,235.9,512,512.2,520,520.1,46,45.4,0
1244322,236,235.9,512,512.2,520,520.0,44,45.1,0
1244372,237,236.2,512,512.1,520,520.0,45,45.1,0
1244422,235,235.9,512,512.1,520,520.0,45,45.0,0
1244472,236,235.9,512,512.1,520,520.0,46,45.3,0
1244522,236,235.9,512,512.1,520,520.0,46,45.5,0
1244572,237,236.2,512,512.0,520,520.0,45,45.3,0
1244622,236,236.2,512,512.0,520,520.0,46,45.5,0
1244672,236,236.1,512,512.0,520,520.0,46,45.6,0
1244722,237,236.3,512,512.0,520,520.0,45,45.5,0
1244772,236,236.3,512,512.0,520,520.0,44,45.1,0
1244822,236,236.2,512,512.0,520,520.0,46,45.3,0
1244872,235,235.9,512,512.0,520,520.0,45,45.2,0
1244922,236,235.9,512,512.0,520,520.0,46,45.4,0
1244972,236,235.9,513,512.3,520,520.0,45,45.3,0
1245022,236,236.0,512,512.2,520,520.0,45,45.2,0
1245072,236,236.0,512,512.1,521,520.3,45,45.2,0
1245122,237,236.2,512,512.1,520,520.2,46,45.4,0
1245172,236,236.2,512,512.1,520,520.1,46,45.5,0
1245222,236,236.1,512,512.1,521,520.4,46,45.7,0
1245272,236,236.1,512,512.0,520,520.3,45,45.5,0
1245322,236,236.1,512,512.0,520,520.2,45,45.4,0
1245372,237,236.3,512,512.0,520,520.2,45,45.3,0
1245422,236,236.2,512,512.0,521,520.4,45,45.2,0
1245472,236,236.2,513,512.3,520,520.3,46,45.4,0
1245522,235,235.9,512,512.2,520,520.2,45,45.3,0
1245572,236,235.9,512,512.1,521,520.4,46,45.5,0
1245622,237,236.2,512,512.1,520,520.3,44,45.1,0
1245672,236,236.1,512,512.1,521,520.5,46,45.3,0
1245722,237,236.4,512,512.1,521,520.6,44,45.0,0
1245772,236,236.3,512,512.0,520,520.5,46,45.2,0
1245822,235,235.9,512,512.0,520,520.3,46,45.4,0
1245872,236,236.0,512,512.0,520,520.3,45,45.3,0
1245922,235,235.7,512,512.0,521,520.4,45,45.2,0
1245972,236,235.8,512,512.0,520,520.3,45,45.2,0
1246022,236,235.8,512,512.0,520,520.2,46,45.4,0
1246072,236,235.9,512,512.0,520,520.2,45,45.3,0
1246123,236,235.9,513,512.3,520,520.1,46,45.5,0
1246173,237,236.2,512,512.2,520,520.1,45,45.4,0
1246223,236,236.1,512,512.1,520,520.1,45,45.3,0
1246273,235,235.9,512,512.1,520,520.1,45,45.2,0
1246323,236,235.9,512,512.1,520,520.0,46,45.4,0
1246373,235,235.7,512,512.1,520,520.0,44,45.0,0
1246423,236,235.8,512,512.0,520,520.0,46,45.3,0
1246473,235,235.6,512,512.0,520,520.0,45,45.2,0
1246523,236,235.7,514,512.5,520,520.0,45,45.2,0
1246573,236,235.8,513,512.6,521,520.3,45,45.1,0
1246623,235,235.6,512,512.5,520,520.2,45,45.1,0
1246673,236,235.7,513,512.6,520,520.1,46,45.3,0
1246723,235,235.5,512,512.5,520,520.1,46,45.5,0
1246773,236,235.6,512,512.3,520,520.1,46,45.6,0
1246823,235,235.5,512,512.3,520,520.1,45,45.5,0
1246873,236,235.6,513,512.4,520,520.0,46,45.6,0
1246923,235,235.5,512,512.3,520,520.0,45,45.4,0
1246973,236,235.6,512,512.2,519,519.8,46,45.6,0
1247023,236,235.7,512,512.2,519,519.6,45,45.4,0
1247073,236,235.8,513,512.4,521,519.9,46,45.6,0
1247123,235,235.6,513,512.5,520,520.0,46,45.7,0
1247173,236,235.7,512,512.4,520,520.0,46,45.8,0
1247223,235,235.5,513,512.6,520,520.0,46,45.8,0
1247273,236,235.6,512,512.4,520,520.0,45,45.6,0
1247323,235,235.5,513,512.6,520,520.0,46,45.7,0
1247373,236,235.6,512,512.4,520,520.0,45,45.5,0
1247423,236,235.7,512,512.3,520,520.0,46,45.7,0
1247473,237,236.0,513,512.5,520,520.0,45,45.5,0
